|FREEGUN Shorty Robotik Femme|Lingerie|Textile|Coloris : noir imprimé. Shorty : en microfibre, imprimé all over Thème des robots, taille élastiquée, sérigraphies fantaisie.
|SAVARIE Porte-Jarretelles Femme|Lingerie|Textile|Coloris : ivoire. Porte-jarretelles : en voile, dentelle, rubans lacés, 4 jarretelles, pompon fantaisie.
|INTIMEA Coordonné Soutien-gorge + String Femme|Lingerie|Textile|Coloris : blanc, orange et vert. Coordonné : en tulle brodé et dentelle.
|GUESS Boxer Homme|Lingerie|Textile|Coloris : noir. Boxer doté d'une large ceinture pour plus de maintien.
|PASCAL MORABITO Boxer Homme|Lingerie|Textile|Coloris : gris. Boxer ceinture élastiquée, marque tramée, coque d'aisance doublée.
|DONNAY Boxers Homme|Lingerie|Textile|Coloris : blanc. Boxer : ceinture élastiquée, patch griffé. Lot de 2 boxers.
|DIESEL Slip Lukek Homme|Lingerie|Textile|Modèle Lukek. Coloris : blanc. Slip : ceinture élastiquée, ouvert devant. Ceinture griffée très colorée pour ce boxer.
|DOLCE GABBANA Slip Homme|Lingerie|Textile|Coloris : marine. Slip : ceinture élastiquée griffée.
|Pull|Enfants|Textile|Coloris : Encre - Composition : 40% modal, 30% coton, 30% polyamide
|SCOTT & FOX Jean fille|Enfants|Textile|Coloris : Gris foncé.
|CHARMMY KITTY Jean fille|Enfants|Textile|Coloris : Brut - Composition : 100% coton.
|CHARMMY KITTY T-shirt fille|Enfants|Textile|Coloris : Prune/rose - Composition : 95% coton, 5% élasthanne.
|CHARMMY KITTY Pyjama fille 2 pièces|Enfants|Textile|Coloris : Neige/gloss - Composition : Coton/polyester.
|CHARLOTTE AUX FRAISES Pyjama fille 2 pièces|Enfants|Textile|Coloris : Neige/gloss - Composition : Coton/polyester.
|CARS Pull garçon|Enfants|Textile|Coloris : Gris clair/rouge - Composition : 100% coton.
|CARS Veste garçon|Enfants|Textile|Coloris : Gris clair/bleu foncé - Composition : 65% coton, 35% polyester.
|RIVALDI Blouson Garçon|Enfants|Textile|Blouson en toile - Coloris : Noir - Garçon - Livré à l'unité.
|RIVALDI Jeans Garçon|Enfants|Textile|Jeans coupe droite - Coloris : Noir - Garçon - Livré à l'unité.
|SCOTT & FOX Sweat Garçon|Enfants|Textile|Sweat à capuche zippé - Coloris : Marine - Garçon - Livré à l'unité.
|SPIDERMAN Bermuda garçon|Enfants|Textile|Coloris : Marine - Composition : 100% coton.
